2021-08-22,0.0
2021-08-23,2.0
2021-08-24,2.0
2021-08-25,2.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,2.2
2021-08-31,0.0
2021-09-01,0.9
2021-09-02,0.0
2021-09-03,2.3
2021-09-04,0.0
2021-09-05,0.0
2021-09-06,0.0
2021-09-07,0.0
2021-09-08,0.8
2021-09-09,0.0
2021-09-10,2.0
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,2.3
2021-09-15,0.0
2021-09-16,0.0
2021-09-17,3.3
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,2.3
2021-09-21,0.8
2021-09-22,0.3
2021-09-23,1.9
2021-09-24,2.1
2021-09-25,10.6
2021-09-26,0.0
2021-09-27,2.0
2021-09-28,0.9
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,1.6
2021-10-02,0.0
2021-10-03,2.8
2021-10-04,1.3
2021-10-05,1.1
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,3.7
2021-10-10,1.0
2021-10-11,0.9
2021-10-12,1.0
2021-10-13,0.0
2021-10-14,1.7
2021-10-15,4.3
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,2.6
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,2.4
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,2.2
2021-10-26,1.5
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,1.3
2021-10-30,2.1
2021-10-31,1.5
2021-11-01,1.5
2021-11-02,0.0
2021-11-03,1.0
2021-11-04,2.1
2021-11-05,1.4
2021-11-06,0.0
2021-11-07,2.5
2021-11-08,2.7
2021-11-09,2.2
2021-11-10,0.8
2021-11-11,0.0
2021-11-12,2.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,4.6
2021-11-16,0.6
2021-11-17,0.0
2021-11-18,2.1
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,2.6
2021-11-26,0.0
2021-11-27,1.3
2021-11-28,2.6
2021-11-29,2.6
2021-11-30,0.5
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,4.2
2021-12-04,2.3
2021-12-05,0.0
2021-12-06,3.8
2021-12-07,1.8
2021-12-08,0.0
2021-12-09,2.9
2021-12-10,4.4
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,1.9
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,2.8
2021-12-29,0.0
2021-12-30,3.4
2021-12-31,2.5
2022-01-01,2.6
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,2.9
2022-01-05,0.0
2022-01-06,3.5
2022-01-07,0.0
2022-01-08,3.4
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,2.5
2022-01-12,1.6
2022-01-13,2.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,1.8
2022-01-18,2.4
2022-01-19,0.0
2022-01-20,1.0
2022-01-21,4.1
2022-01-22,0.0
2022-01-23,2.3
2022-01-24,2.4
2022-01-25,0.0
2022-01-26,2.2
2022-01-27,0.4
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,2.2
2022-02-02,0.0
2022-02-03,1.3
2022-02-04,2.7
2022-02-05,2.7
2022-02-06,0.0
2022-02-07,2.1
2022-02-08,1.0
2022-02-09,0.0
2022-02-10,1.0
2022-02-11,3.0
2022-02-12,1.8
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,3.1
2022-02-17,3.2
2022-02-18,1.9
2022-02-19,0.0
2022-02-20,4.1
2022-02-21,3.0
2022-02-22,1.5
2022-02-23,1.3
2022-02-24,1.0
2022-02-25,1.4
2022-02-26,2.1
2022-02-27,2.7
2022-02-28,1.9
2022-03-01,0.8
2022-03-02,3.7
2022-03-03,2.4
2022-03-04,1.5
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,2.6
2022-03-09,1.5
2022-03-10,1.6
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,1.8
2022-03-18,1.6
2022-03-19,1.3
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,3.4
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,3.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.0
