Date,Cox: Research Scholars : $12.18 Rcd 0 BL-SCHR
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,3.0
2022-08-17,2.8
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
